Alder;Køn;Eksponeringer;CPM (pris pr. 1000 eksponeringer)
55-64;male;15;59,9047619
55-64;unknown;5;109,80295295
45-54;male;63;77,11528142
Unknown;unknown;0;
55-64;female;292;106,4257104
45-54;female;50;100,89441148
65;male;104;147,98076923
Unknown;unknown;0;
55-64;unknown;1;250,97732604
55-64;unknown;6;113,40403369
45-54;male;27;107,19784279
Unknown;unknown;0;
45-54;male;7;67,40533899
55-64;male;232;109,30386211
45-54;female;43;105,09849703
55-64;female;313;137,11662192
55-64;female;23;65,2173913
Unknown;unknown;0;
45-54;female;2;50
55-64;male;16;95,625
45-54;unknown;1;331,29007037
45-54;male;3;53,33333333
55-64;male;54;70,27365129
55-64;female;15;105,33333333
Unknown;unknown;0;
55-64;female;40;185,47224394
55-64;male;32;94,6875
45-54;male;5;144
45-54;female;7;81,74690048
Unknown;unknown;0;
45-54;female;2;40
55-64;female;240;156,91666667
55-64;female;15;132,66666667
55-64;male;23;104,34782609
45-54;male;3;110
45-54;female;2;160
55-64;male;8;95
Unknown;unknown;0;
45-54;female;1;120
55-64;female;6;145
55-64;male;213;103,70892019
Unknown;unknown;0;
45-54;male;40;101,5
Unknown;unknown;0;
45-54;female;14;130,71428571
45-54;female;39;172,30769231
45-54;male;6;58,33333333
55-64;female;66;117,12121212
55-64;unknown;1;80
55-64;male;57;132,10526316
55-64;unknown;2;220
45-54;unknown;3;93,33333333
Unknown;unknown;0;
45-54;unknown;1;20
45-54;female;3;160
55-64;female;8;67,5
45-54;male;2;55
45-54;female;2;120
45-54;male;7;71,42857143
55-64;female;23;179,13043478
55-64;male;26;169,61538462
55-64;male;8;96,25
45-54;unknown;2;30
55-64;female;287;131,95121951
45-54;female;46;138,26086957
55-64;male;265;120,03773585
Unknown;unknown;0;
55-64;unknown;4;110
45-54;male;29;91,72413793
Unknown;unknown;0;
45-54;female;9;57,77777778
45-54;unknown;1;320
45-54;male;6;91,66666667
55-64;female;49;102,24489796
55-64;male;45;89,11111111
45-54;male;11;52,72727273
45-54;male;1;120
55-64;female;50;124
45-54;male;6;168,33333333
55-64;unknown;2;30
45-54;female;13;127,69230769
45-54;female;1;180
55-64;female;69;116,23188406
Unknown;unknown;0;
55-64;male;67;96,41791045
45-54;female;8;82,5
55-64;male;2;70
55-64;female;2;70
55-64;male;57;108,07017544
55-64;female;278;138,07856214
Unknown;unknown;0;
45-54;male;35;77,62498461
45-54;female;45;110,09556641
55-64;unknown;6;106,54409652
Unknown;unknown;0;
55-64;male;223;102,43820715
55-64;female;271;148,56088561
Unknown;unknown;0;
55-64;male;213;123,19248826
45-54;male;39;78,97435897
45-54;unknown;1;40
55-64;unknown;2;55
45-54;male;4;117,5
45-54;female;37;117,56756757
45-54;female;1;50
55-64;male;9;78,88888889
Unknown;unknown;0;
55-64;female;9;120
55-64;female;69;101,5942029
45-54;female;1;40
55-64;female;2;165
55-64;male;5;126
45-54;female;8;67,5
45-54;male;15;80,66666667
45-54;unknown;1;330
Unknown;unknown;0;
55-64;male;106;132,54716981
55-64;female;259;124,97531402
45-54;male;48;143,79898419
55-64;male;10;74
55-64;female;13;116,15384615
45-54;female;3;206,66666667
45-54;male;1;100
45-54;male;4;95
55-64;male;24;120
55-64;female;19;158,94736842
45-54;female;6;125
55-64;male;108;92,31481481
55-64;female;39;87,94871795
45-54;female;9;104,44444444
Unknown;unknown;0;
45-54;male;17;111,17647059
55-64;male;284;107,20709387
Unknown;unknown;0;
45-54;female;39;162,27775027
55-64;unknown;5;110,67910154
Unknown;unknown;0;
Unknown;unknown;0;
45-54;unknown;2;125
55-64;unknown;3;90
45-54;male;58;64,13793103
Unknown;unknown;0;
45-54;female;43;108,60465116
55-64;female;255;121,01960784
55-64;male;430;87,41860465
55-64;male;5;68
45-54;male;1;80
55-64;female;1;80
55-64;female;48;132,29166667
55-64;male;113;126,46017699
Unknown;unknown;0;
45-54;female;13;95,38461538
45-54;male;16;79,375
55-64;female;6;71,66666667
55-64;male;111;126,03603604
45-54;male;117;82,99145299
Unknown;unknown;0;
55-64;unknown;4;70
45-54;male;23;103,91304348
45-54;unknown;1;210
55-64;male;9;88,88888889
55-64;male;2;130
55-64;female;3;46,66666667
45-54;female;7;187,14285714
55-64;female;6;160
35-44;male;4;145
35-44;female;2;55
45-54;unknown;1;90
55-64;unknown;5;64
45-54;female;18;116,11111111
45-54;male;46;142,60869565
Unknown;unknown;0;
55-64;female;139;156,83453237
55-64;male;233;118,54077253
45-54;female;94;102,44680851
55-64;female;70;146,14285714
35-44;male;33;67,57575758
35-44;male;1;10
55-64;male;5;130
55-64;female;1;360
55-64;male;118;119,40677966
45-54;male;14;162,85714286
55-64;male;134;123,43283582
45-54;female;14;175
55-64;female;71;156,76056338
45-54;male;117;94,01709402
45-54;female;46;113,91304348
35-44;female;24;91,66666667
55-64;female;39;135,8974359
55-64;male;1;120
35-44;unknown;1;70
55-64;unknown;3;63,33333333
45-54;unknown;3;83,33333333
Unknown;unknown;0;
45-54;male;3;166,66666667
Unknown;unknown;0;
45-54;unknown;5;72
35-44;female;7;85,71428571
35-44;male;25;82,4
45-54;female;7;147,14285714
55-64;female;3;153,33333333
55-64;female;109;144,7706422
55-64;unknown;1;90
Unknown;unknown;0;
45-54;male;312;122,40384615
55-64;male;177;132,54237288
45-54;female;115;108,86956522
35-44;female;12;103,33333333
35-44;male;100;112,9
35-44;female;3;83,33333333
35-44;female;2;60
45-54;female;3;173,33333333
55-64;female;3;106,66666667
35-44;male;5;62
55-64;male;14;87,14285714
45-54;male;17;188,82352941
55-64;female;8;312,5
35-44;female;21;100,47619048
55-64;male;13;172,30769231
45-54;male;17;120,58823529
45-54;female;21;175,71428571
Unknown;unknown;0;
35-44;unknown;2;35
55-64;unknown;3;143,33333333
45-54;unknown;9;84,44444444
45-54;unknown;8;136,25
55-64;female;35;107,14285714
35-44;male;28;62,14285714
55-64;male;53;161,13207547
45-54;male;14;80
Unknown;unknown;0;
45-54;unknown;1;60
55-64;unknown;1;40
35-44;female;9;73,33333333
35-44;male;24;70,41666667
45-54;female;32;114,6875
55-64;female;32;74,6875
55-64;male;48;90,625
45-54;male;58;95,68965517
45-54;female;3;210
55-64;male;22;152,72727273
55-64;female;23;107,39130435
45-54;male;3;180
55-64;unknown;1;20
Unknown;unknown;0;
55-64;female;10;144
45-54;female;1;60
45-54;male;3;106,66666667
55-64;male;17;131,76470588
55-64;unknown;1;60
45-54;female;11;148,18181818
45-54;male;19;117,89473684
55-64;male;100;130,8
Unknown;unknown;0;
55-64;female;54;197,96296296
45-54;unknown;1;80
45-54;female;4;377,5
45-54;male;10;100
Unknown;unknown;0;
55-64;female;86;183,48837209
55-64;male;25;86,8
45-54;female;7;60
45-54;male;18;71,11111111
45-54;female;96;118,64583333
45-54;male;167;118,08383234
55-64;male;173;107,80346821
35-44;male;4;82,5
35-44;female;3;26,66666667
Unknown;unknown;0;
45-54;female;10;48
35-44;male;6;136,66666667
55-64;male;12;96,66666667
35-44;female;2;85
55-64;female;10;128
45-54;unknown;1;220
55-64;female;16;102,5
Unknown;unknown;0;
55-64;unknown;8;97,5
45-54;unknown;20;111,5
35-44;female;54;118,51851852
35-44;male;103;103,00970874
55-64;female;194;145,92783505
45-54;female;195;129,48717949
55-64;male;387;138,21705426
45-54;male;496;117,74193548
Unknown;unknown;0;
55-64;unknown;6;256,66666667
45-54;unknown;14;104,28571429
35-44;female;50;98,6
35-44;male;102;99,11764706
55-64;female;199;138,79396985
45-54;female;242;139,00826446
55-64;male;447;102,84116331
45-54;male;529;114,3100189
25-34;male;102;112,84313725
35-44;male;236;123,09322034
45-54;male;226;136,59292035
Unknown;unknown;0;
35-44;unknown;2;55
Unknown;unknown;0;
45-54;male;2;150
65;male;55;80
65;unknown;7;84,28571429
45-54;female;5;62
55-64;male;4;175
55-64;unknown;6;56,66666667
65;unknown;11;88,18181818
65;male;245;94,89795918
65;female;309;117,05501618
55-64;female;503;99,16500994
Unknown;unknown;0;
55-64;female;4;97,5
55-64;unknown;1;190
55-64;unknown;8;185
35-44;unknown;2;25
45-54;unknown;2;35
35-44;male;3;40
35-44;female;8;56,25
55-64;female;10;103
45-54;male;24;94,58333333
55-64;male;7;81,42857143
45-54;female;34;103,82352941
65;male;1;160
65;female;2;30
55-64;female;3;86,66666667
65;female;100;104,2
55-64;male;298;79,4295302
55-64;male;82;81,58536585
55-64;female;189;92,43386243
55-64;male;4;225
45-54;male;4;52,5
55-64;female;2;80
45-54;female;2;120
65;female;2;105
65;male;2;80
65;female;300;121,76666667
65;male;111;91,44144144
65;unknown;9;100
Unknown;unknown;0;
55-64;male;3;60
Unknown;unknown;0;
55-64;male;221;76,19909502
65;male;107;84,20560748
Unknown;unknown;0;
55-64;unknown;1;130
65;female;34;92,35294118
65;male;5;104
65;female;25;90,4
55-64;female;19;115,26315789
55-64;male;5;80
65;female;1;1150
65;male;2;135
Unknown;unknown;0;
55-64;female;452;91,88053097
65;unknown;2;45
65;female;183;96,66666667
55-64;male;35;99,42857143
65;unknown;6;106,66666667
55-64;unknown;3;90
65;unknown;5;96
65;male;86;116,74418605
65;female;288;122,39583333
Unknown;unknown;0;
55-64;female;67;101,04477612
55-64;unknown;2;165
65;male;24;70
65;male;6;115
55-64;male;10;69
55-64;female;18;101,11111111
55-64;male;7;100
65;female;10;112
65;female;9;50
Unknown;unknown;0;
55-64;female;11;101,81818182
Unknown;unknown;0;
65;male;3;136,66666667
Unknown;unknown;0;
25-34;male;89;56,29213483
55-64;male;41;93,17073171
55-64;female;86;103,8372093
65;male;22;83,63636364
65;female;55;102,54545455
55-64;unknown;5;40
35-44;male;60;68,33333333
Unknown;unknown;0;
Unknown;unknown;0;
65;female;582;120,48109966
65;male;90;116,44444444
65;unknown;7;155,71428571
Unknown;unknown;0;
65;female;141;92,69503546
65;male;39;77,69230769
Unknown;unknown;0;
65;unknown;12;255,83333333
65;female;280;100,92857143
65;male;135;81,25925926
Unknown;unknown;0;
65;unknown;10;147
65;female;846;129,37352246
65;male;172;100,87209302
Unknown;unknown;0;
65;female;1;20
65;female;433;96,62817552
65;unknown;6;61,66666667
65;unknown;3;86,66666667
Unknown;unknown;0;
65;male;85;77,76470588
65;female;139;100,14388489
Unknown;unknown;0;
65;male;214;85,04672897
Unknown;unknown;0;
65;male;140;104,14285714
65;female;667;138,4107946
65;unknown;13;118,46153846
55-64;male;14;58,57142857
45-54;unknown;1;150
35-44;female;8;75
45-54;female;17;74,11764706
65;male;171;80,64327485
65;unknown;4;70
65;female;334;84,91017964
Unknown;unknown;0;
55-64;female;5;76
35-44;male;5;116
45-54;male;19;95,78947368
Unknown;unknown;0;
65;female;558;123,31541219
65;male;97;114,94845361
65;unknown;3;113,33333333
55-64;male;1;110
65;female;10;524
65;male;2;185
65;male;28;421,42857143
65;female;66;540,90909091
Unknown;unknown;0;
65;unknown;2;1505
65;female;4;462,5
Unknown;unknown;0;
65;female;2;365
55-64;female;15;122
Unknown;unknown;0;
45-54;female;15;52,66666667
Unknown;unknown;0;
65;female;315;98,28571429
65;male;118;70,08474576
65;unknown;9;82,22222222
35-44;male;6;68,33333333
35-44;female;3;40
45-54;unknown;1;30
55-64;male;28;84,64285714
45-54;male;36;67,5
35-44;female;34;48,82352941
45-54;male;355;76,45070423
Unknown;unknown;0;
65;unknown;6;61,66666667
35-44;unknown;3;30
45-54;unknown;6;155
55-64;unknown;9;41,11111111
55-64;unknown;2;225
Unknown;unknown;0;
35-44;unknown;1;90
45-54;female;205;85,31707317
55-64;male;281;94,87544484
35-44;male;68;58,38235294
45-54;male;113;76,28318584
55-64;female;190;102,78947368
65;male;115;92,69565217
45-54;unknown;2;85
45-54;female;122;93,85245902
Unknown;unknown;0;
Unknown;unknown;0;
45-54;unknown;3;116,66666667
35-44;female;3;40
45-54;male;2;100
65;male;33;474,24242424
65;female;98;542,85714286
65;female;128;791,71875
45-54;female;16;62,5
65;male;69;584,20289855
Unknown;unknown;0;
65;unknown;4;482,5
65;female;18;495
65;male;3;576,66666667
65;male;3;1380
65;female;2;1735
55-64;female;14;97,14285714
55-64;male;4;132,5
65;female;304;96,64473684
35-44;male;21;66,66666667
55-64;female;83;110,60240964
55-64;male;77;129,74025974
35-44;female;32;64,0625
35-44;female;42;75,95238095
45-54;unknown;4;105
Unknown;unknown;0;
35-44;male;38;75
55-64;female;134;96,86567164
Unknown;unknown;0;
65;female;344;90,05813953
65;male;134;69,47761194
65;unknown;3;80
45-54;unknown;7;115,71428571
55-64;unknown;4;92,5
55-64;male;123;82,76422764
45-54;male;165;71,93939394
35-44;male;85;63,52941176
45-54;male;448;57,05357143
55-64;male;384;69,97395833
45-54;female;238;82,85714286
55-64;female;218;97,01834862
Unknown;unknown;0;
55-64;male;21;67,61904762
45-54;female;18;100,55555556
55-64;female;16;66,25
45-54;male;11;54,54545455
35-44;female;40;53,25
35-44;female;2;70
45-54;female;162;79,69135802
35-44;unknown;2;140
Unknown;unknown;0;
35-44;unknown;3;163,33333333
65;female;330;105,33333333
35-44;unknown;1;40
35-44;male;1;450
45-54;male;9;127,77777778
45-54;female;18;112,22222222
55-64;female;19;161,57894737
Unknown;unknown;0;
55-64;male;23;157,39130435
Unknown;unknown;0;
65;male;116;91,37931034
45-54;unknown;8;48,75
65;unknown;9;73,33333333
55-64;female;149;143,48993289
Unknown;unknown;0;
55-64;female;157;113,12101911
45-54;female;164;136,58536585
35-44;male;76;97,10526316
55-64;male;295;79,45762712
35-44;female;30;126,66666667
55-64;unknown;5;126
45-54;male;355;78,61971831
65;female;1;90
35-44;unknown;2;20
35-44;male;28;50,71428571
45-54;unknown;1;40
45-54;male;9;82,22222222
55-64;male;58;120,68965517
45-54;female;24;157,08333333
55-64;female;102;130,88235294
Unknown;unknown;0;
45-54;male;134;77,6119403
55-64;female;91;130,98901099
45-54;female;158;101,32911392
55-64;male;72;90
Unknown;unknown;0;
35-44;female;26;69,61538462
55-64;unknown;3;150
45-54;unknown;6;56,66666667
45-54;male;31;89,03225806
45-54;female;20;139,5
55-64;unknown;8;75
55-64;male;319;101,75548589
Unknown;unknown;0;
65;female;49;573,67346939
Unknown;unknown;0;
65;male;17;671,17647059
55-64;male;178;105,78651685
45-54;female;53;78,49056604
55-64;female;240;109,16666667
45-54;male;295;88,81355932
65;unknown;1;1370
Unknown;unknown;0;
65;female;306;113,20261438
35-44;male;70;46,71428571
55-64;female;110;92,18181818
55-64;male;185;102,81081081
45-54;female;170;111,41176471
Unknown;unknown;0;
Unknown;unknown;0;
65;unknown;2;355
45-54;unknown;5;40
65;male;2;905
65;female;9;1552,22222222
65;female;20;933
65;male;3;830
65;unknown;1;130
45-54;female;56;118,57142857
45-54;male;140;87
65;male;36;312,5
55-64;unknown;5;62
45-54;male;28;140
65;unknown;5;92
65;male;101;111,38613861
65;female;65;633,23076923
65;female;3;1756,66666667
35-44;female;41;154,63414634
45-54;unknown;5;38
55-64;unknown;7;85,71428571
45-54;female;141;100,4964539
35-44;unknown;2;55
55-64;female;24;97,5
65;male;2;415
Unknown;unknown;0;
55-64;female;114;186,66666667
45-54;male;120;98,25
35-44;male;36;59,16666667
65;unknown;1;460
55-64;male;113;119,02654867
Unknown;unknown;0;
35-44;female;28;84,64285714
55-64;unknown;3;23,33333333
45-54;unknown;3;133,33333333
65;male;9;796,66666667
Unknown;unknown;0;
45-54;male;18;103,88888889
Unknown;unknown;0;
45-54;unknown;2;40
65;female;18;1109,44444444
Unknown;unknown;0;
65;male;5;86
55-64;unknown;17;125,88235294
Unknown;unknown;0;
55-64;male;825;98,33939394
35-44;male;5;46
35-44;female;7;61,42857143
55-64;male;21;106,66666667
45-54;female;47;126,38297872
65;female;40;823
65;male;6;1805
55-64;female;417;146,57074341
45-54;male;36;69,16666667
45-54;unknown;1;80
35-44;female;14;56,42857143
45-54;male;27;63,33333333
35-44;male;8;82,5
35-44;unknown;5;128
45-54;unknown;2;90
Unknown;unknown;0;
Unknown;unknown;0;
45-54;female;59;66,10169492
65;male;3;473,33333333
65;female;6;411,66666667
Unknown;unknown;0;
65;female;79;187,72151899
65;male;31;222,25806452
65;male;9;267,77777778
Unknown;unknown;0;
65;female;73;562,60273973
65;unknown;1;510
Unknown;unknown;0;
65;female;219;196,80365297
65;male;53;137,73584906
65;female;1;80
65;unknown;3;1400
65;male;51;518,82352941
55-64;male;255;99,25490196
65;male;26;502,30769231
45-54;female;76;100,92105263
55-64;female;393;118,42239186
55-64;unknown;8;65
Unknown;unknown;0;
Unknown;unknown;0;
65;female;125;545,12
65;female;115;604,43478261
65;female;129;593,56589147
Unknown;unknown;0;
65;male;30;325
65;unknown;2;110
65;female;51;633,33333333
Unknown;unknown;0;
65;male;15;536
Unknown;unknown;0;
55-64;female;35;78
55-64;male;14;87,85714286
Unknown;unknown;0;
35-44;male;34;59,41176471
35-44;unknown;4;90
55-64;male;163;81,59509202
45-54;male;228;75,43859649
45-54;female;260;97,11538462
55-64;female;195;105,53846154
45-54;female;89;94,60674157
55-64;unknown;1;150
45-54;unknown;8;106,25
45-54;unknown;2;70
35-44;female;29;84,82758621
35-44;male;37;67,56756757
55-64;male;181;88,45303867
45-54;female;142;80,91549296
45-54;male;180;75,05555556
55-64;female;116;114,13793103
Unknown;unknown;0;
55-64;unknown;5;134
35-44;female;58;76,89655172
55-64;unknown;13;188,46153846
55-64;male;698;89,94269341
45-54;male;96;73,4375
55-64;female;445;113,7752809
65;unknown;11;96,36363636
Unknown;unknown;0;
65;female;320;115,90625
65;male;85;94,23529412
65;unknown;1;500
55-64;female;215;129,62790698
65;female;34;107,35294118
45-54;unknown;1;110
55-64;unknown;13;84,61538462
45-54;female;40;91,75
45-54;male;253;87,66798419
55-64;unknown;7;120
45-54;female;282;96,06382979
55-64;male;211;98,15165877
Unknown;unknown;0;
Unknown;unknown;0;
Unknown;unknown;0;
35-44;unknown;3;40
45-54;male;78;85,25641026
55-64;male;622;100,88424437
Unknown;unknown;0;
